,peakid,detectiontime,country,net,sta,loc,unit,sta_lat,sta_lon,sta_elv,sep_eqn_sta,strongest_motion,strong_motion_time,strongest_motion_eqn_delay,dt_correction
643,7241598,2018-07-10 11:08:45,usa,CE,13122,10,acc,33.8688,-117.7094,116.0,19.7053413231,0.0387121131013,2018-07-10T11:08:41.942088Z,3.057912,-2.49791247804
644,7241598,2018-07-10 11:08:45,usa,CE,13921,10,acc,33.9753,-117.4865,213.0,6.63345845522,0.0793428457924,2018-07-10T11:08:40.099383Z,4.900617,-0.910616795697
645,7241598,2018-07-10 11:08:45,usa,CE,23077,10,acc,34.057,-117.698,281.0,15.0191450925,0.0763701214033,2018-07-10T11:08:41.357364Z,3.642636,-1.19263646541
646,7241598,2018-07-10 11:08:45,usa,CE,23163,10,acc,34.123,-117.54,401.0,14.6324728075,0.0520744474189,2018-07-10T11:08:40.880390Z,4.11961,-1.42961045759
647,7241598,2018-07-10 11:08:45,usa,CI,CRN,,acc,33.87574,-117.56106,204.8,12.874762011,0.0366693512756,2018-07-10T11:08:40.554797Z,4.445203,-1.7652028585
648,7241598,2018-07-10 11:08:45,usa,CI,PDU,,acc,34.1207,-117.63808,445.0,16.2102900921,0.0329422540961,2018-07-10T11:08:40.712278Z,4.287722,-1.43602191139
649,7241598,2018-07-10 11:08:45,usa,CI,RCU,,acc,34.08309,-117.52442,329.9,10.5343601239,0.0989428324708,2018-07-10T11:08:40.360381Z,4.639619,-0.889619142789
650,7241598,2018-07-10 11:08:45,usa,CI,RVR,,acc,33.99351,-117.37545,266.0,16.6392488547,0.0252784299549,2018-07-10T11:08:38.527332Z,6.472668,-2.48096819914
651,5407110,2018-05-08 11:49:51,usa,CI,CFS,00,acc,34.10539,-117.28287,312.0,17.4101610851,0.286284257112,2018-05-08T11:49:48.636788Z,2.363212,-0.531512325094
652,5407110,2018-05-08 11:49:51,usa,CI,CFT,,acc,34.03547,-117.11241,682.0,16.0195585813,0.24519046881,2018-05-08T11:49:46.806795Z,4.193205,2.19679463125
653,5407110,2018-05-08 11:49:51,usa,CI,CLT,,acc,34.09284,-117.31687,325.0,16.8712008809,0.276089360278,2018-05-08T11:49:49.576150Z,1.42385,-1.00214951883
654,5407110,2018-05-08 11:49:51,usa,CI,PER,,acc,33.86164,-117.20529,468.0,10.7805372676,0.187423928638,2018-05-08T11:49:47.217375Z,3.782625,0.229074588401
655,5407110,2018-05-08 11:49:51,usa,CI,RSS,,acc,33.97327,-117.32674,298.0,7.30540338258,0.291469967642,2018-05-08T11:49:48.552438Z,2.447562,-1.07586240763
656,5407110,2018-05-08 11:49:51,usa,CI,RVR,,acc,33.99351,-117.37545,266.0,12.3172375077,0.224089463288,2018-05-08T11:49:48.507377Z,2.492623,-1.80092296976
657,5407110,2018-05-08 11:49:51,usa,WR,PEC,,acc,33.891979,-117.161346,582.0,10.6431662947,0.134686350441,2018-05-08T11:49:47.037673Z,3.962327,1.05767305068
658,1539696,2018-02-17 10:17:05,usa,CE,14834,10,acc,33.9219,-118.3268,17.0,19.0425496258,0.00605219282764,2018-02-17T10:16:59.008592Z,5.991408,-2.36140763076
659,1539696,2018-02-17 10:17:05,usa,CE,24110,10,acc,34.1086,-118.0578,123.0,17.8239051097,0.00717818534515,2018-02-17T10:17:03.161640Z,1.83836,-2.21835954559
660,1539696,2018-02-17 10:17:05,usa,CI,DJJ,,acc,34.10618,-118.45505,268.0,19.3203692367,0.000939597279092,2018-02-17T10:17:02.047871Z,2.952129,-2.22052185288
661,1539696,2018-02-17 10:17:05,usa,CI,GOU,,acc,34.22119,-118.18834,587.0,16.5440446655,0.00583588597402,2018-02-17T10:17:00.892084Z,4.107916,-1.8579156416
662,1539696,2018-02-17 10:17:05,usa,CI,LCG,,acc,34.00033,-118.37794,108.0,14.9384674427,0.0175890909774,2018-02-17T10:17:02.437134Z,2.562866,-1.62116601802
663,1539696,2018-02-17 10:17:05,usa,CI,LGB,,acc,33.9753,-118.14918,42.0,14.8149910763,0.0110503787734,2018-02-17T10:17:02.152867Z,2.847133,-1.78543311518
664,1539696,2018-02-17 10:17:05,usa,CI,MIKB,,acc,34.13688,-118.12601,231.0,12.8729478057,0.0146423181187,2018-02-17T10:17:00.972220Z,4.02778,-1.39228024169
665,1539696,2018-02-17 10:17:05,usa,CI,PASC,00,acc,34.17141,-118.18523,341.0,11.6247493977,0.00645147555284,2018-02-17T10:16:58.212996Z,6.787004,-1.12539664078
666,1539696,2018-02-17 10:17:05,usa,CI,Q0080,01,acc,34.092167,-118.401436,176.0,14.2218713181,0.00301758717315,2018-02-17T10:16:59.997756Z,5.002244,-1.41724399001
667,1539696,2018-02-17 10:17:05,usa,CI,SMF2,,acc,34.02201,-118.44627,52.2,19.4249644433,0.0071152038383,2018-02-17T10:17:03.114346Z,1.885654,-2.29395410632
668,1539696,2018-02-17 10:17:05,usa,CI,USC,,acc,34.01919,-118.28631,58.0,7.66919840574,0.00740185675597,2018-02-17T10:17:00.486715Z,4.513285,-0.621678021303
669,1539696,2018-02-17 10:17:05,usa,NP,5402,,acc,34.07618,-118.3959,39.0,13.6619923223,0.0114811877407,2018-02-17T10:17:01.316290Z,3.68371,-1.34370998857
670,1513991,2018-01-25 10:10:04,usa,CI,CLT,,acc,34.09284,-117.31687,325.0,19.822056535,0.0114667306147,2018-01-25T10:10:02.400595Z,1.599405,-2.88770497101
671,1513991,2018-01-25 10:10:04,usa,CI,FON,,acc,34.09957,-117.43876,388.8,15.5636987319,0.0186679100856,2018-01-25T10:10:01.251192Z,2.748808,-2.52880806991
672,1513991,2018-01-25 10:10:04,usa,CI,LMS,,acc,33.81744,-117.445,443.0,15.9375286039,0.337043222772,2018-01-25T10:10:03.285001Z,0.714999,2.11670050457
673,1513991,2018-01-25 10:10:04,usa,CI,MLS,,acc,34.0046,-117.56162,230.0,10.4986798667,0.0291675717229,2018-01-25T10:10:01.288752Z,2.711248,-0.86924779705
674,1513991,2018-01-25 10:10:04,usa,CI,RCU,,acc,34.08309,-117.52442,329.9,14.8030248062,0.0226328599622,2018-01-25T10:10:01.252401Z,2.747599,-2.19759943715
675,1513991,2018-01-25 10:10:04,usa,CI,RSB,01,acc,33.9731,-117.3272,297.0,12.4530320093,0.0146087317661,2018-01-25T10:10:01.650862Z,2.349138,-0.857438303902
676,1513991,2018-01-25 10:10:04,usa,CI,RVR,,acc,33.99351,-117.37545,266.0,8.72021935427,0.0370879976155,2018-01-25T10:10:01.524391Z,2.475609,-0.873908853781
677,1513991,2018-01-25 10:10:04,usa,CI,SSS,,acc,34.03103,-117.45498,337.1,7.84409997222,0.0163633949553,2018-01-25T10:10:01.123210Z,2.87679,-1.25678996314
678,3400252,2018-01-04 10:39:45,usa,BK,BKS,00,acc,37.87622,-122.23558,243.9,8.14289097557,0.075307652745,2018-01-04T10:39:42.615894Z,2.384106,0.117594059972
679,3400252,2018-01-04 10:39:45,usa,BK,BRK,00,acc,37.87352,-122.26099,49.4,6.86514580213,0.183609599535,2018-01-04T10:39:42.108030Z,2.89197,0.149637142521
680,3400252,2018-01-04 10:39:45,usa,BK,RFSB,00,acc,37.91608,-122.3361,-27.3,12.0063353298,0.44429481665,2018-01-04T10:39:42.856742Z,2.143258,-0.401651275218
681,3400252,2018-01-04 10:39:45,usa,BK,VAK,00,acc,37.877526,-122.24889,266.0,7.68628357639,0.249342632819,2018-01-04T10:39:42.811764Z,2.188236,0.133372571714
682,3400252,2018-01-04 10:39:45,usa,NC,CAG,,acc,37.857269,-122.422661,60.0,12.8304939843,0.254750630231,2018-01-04T10:39:44.089869Z,0.910131,-0.990131368618
683,3400252,2018-01-04 10:39:45,usa,NC,CMC,02,acc,37.781101,-122.176804,52.0,10.4089293564,0.188587257855,2018-01-04T10:39:43.185251Z,1.814749,-0.524749253246
684,3400252,2018-01-04 10:39:45,usa,NC,CPM,,acc,37.949062,-122.408508,94.0,18.3097956131,0.135155973065,2018-01-04T10:39:44.743084Z,0.256916,-1.30691587758
685,3400252,2018-01-04 10:39:45,usa,NC,CSL,,acc,37.724159,-122.119293,219.0,17.8931226323,0.2077059913,2018-01-04T10:39:44.119164Z,0.880836,-1.59083559891
686,3400252,2018-01-04 10:39:45,usa,NC,CSPB,,acc,37.957161,-122.311302,208.0,15.9041706863,0.357336339921,2018-01-04T10:39:44.432418Z,0.567582,-0.697582043789
687,3400252,2018-01-04 10:39:45,usa,NC,CYB,,acc,37.807873,-122.361801,-6.0,6.64450719519,0.348482608665,2018-01-04T10:39:43.027901Z,1.972099,-0.502099336173
688,3400252,2018-01-04 10:39:45,usa,NC,JPR,,acc,37.795269,-122.474953,94.0,16.7068455,0.206209360749,2018-01-04T10:39:44.185409Z,0.814591,-1.79459111822
689,3400252,2018-01-04 10:39:45,usa,NC,JSB,,acc,37.674332,-122.398552,180.0,18.4721802723,0.1536908196,2018-01-04T10:39:43.926702Z,1.073298,-2.29329792453
690,3400252,2018-01-04 10:39:45,usa,NP,1737,,acc,37.93378,-122.29954,208.0,13.2103888169,0.494372022612,2018-01-04T10:39:43.835911Z,1.164089,-0.379089340068
691,3400252,2018-01-04 10:39:45,usa,NP,1756,10,acc,37.73774,-122.2526,3.0,9.11151511029,0.326919012833,2018-01-04T10:39:43.350161Z,1.649839,-0.789838991941
692,3400252,2018-01-04 10:39:45,usa,NP,1836,,acc,37.691692,-122.169823,3.0,17.1561737126,0.591733197899,2018-01-04T10:39:44.237086Z,0.762914,-1.70291366504
693,3400252,2018-01-04 10:39:45,usa,PB,P181,,acc,37.914547,-122.376755,72.2,13.5697197737,0.189091479769,2018-01-04T10:39:43.314515Z,1.685485,-0.715484905519
694,3400252,2018-01-04 10:39:45,usa,PB,P223,,acc,37.722054,-122.099777,140.0,19.4599670064,0.282620554813,2018-01-04T10:39:43.977396Z,1.022604,-1.78260432552
695,3400252,2018-01-04 10:39:45,usa,PB,P224,,acc,37.863895,-122.219063,407.4,8.05588700212,0.106738767032,2018-01-04T10:39:42.767085Z,2.232915,0.0970850408509
696,9457962,2020-01-22 08:40:12,chl,C1,AC06,,acc,-27.357117,-70.354689,380.0,2.81527953219,0.00145267844788,2020-01-22T08:40:07.660000Z,4.34,0.0
697,5032001,2020-01-22 03:45:15,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.45083833736,0.0129440319301,2020-01-22T03:45:11.468629Z,3.531371,-0.201370818106
698,5263111,2020-01-20 08:35:59,chl,C1,AP01,,acc,-18.3708,-70.3419,31.0,12.1531590457,0.0313202750581,2020-01-20T08:35:55.839652Z,3.160348,-1.42034770877
699,5563931,2020-01-16 13:13:39,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,1.62021552906,0.558581563796,2020-01-16T13:13:36.172543Z,2.827457,-0.187457079098
700,8451649,2020-01-16 11:42:06,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,5.48088053,0.0022411052566,2020-01-16T11:42:02.425609Z,3.574391,-0.174391073176
701,7140860,2019-01-31 04:48:58,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,5.76370464702,0.00651563902829,2019-01-31T04:48:54.020067Z,3.979933,-0.319932636296
702,4503275,2019-01-22 16:19:42,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,8.56615934211,0.00409921921907,2019-01-22T16:19:38.386746Z,3.613254,-0.323253780852
703,1561874,2019-01-22 13:45:02,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,8.71394928136,0.0131547559779,2019-01-22T13:44:58.973515Z,3.026485,-0.236485460471
704,9854786,2019-01-22 06:51:58,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,7.92435581709,0.00323036413796,2019-01-22T06:51:52.633196Z,5.366804,-0.236804407936
705,1980751,2019-01-22 00:36:58,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,8.15546984858,0.0064649784975,2019-01-22T00:36:54.377623Z,3.622377,-0.312376596877
706,8283426,2019-01-21 08:29:35,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,7.45584735788,0.0047088645771,2019-01-21T08:29:30.026110Z,4.97389,0.016111605944
707,4164204,2019-01-21 01:27:14,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.61360061395,0.00380194801978,2019-01-21T01:27:08.210836Z,5.789164,-0.129163919766
708,1936300,2019-01-20 10:08:03,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.50802656017,0.0102973314653,2019-01-20T10:07:59.501246Z,3.498754,-0.188753627843
709,8506566,2019-01-20 09:23:48,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,7.6482821423,0.0156182342808,2019-01-20T09:23:44.476858Z,3.523142,-1.06314242671
710,7809640,2019-01-20 07:55:39,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,7.54177543604,0.0083983245261,2019-01-20T07:55:35.711477Z,3.288523,-0.038523024964
711,9437766,2019-01-20 07:39:41,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,8.97820110474,0.00488623450448,2019-01-20T07:39:37.076013Z,3.923987,-0.183986972351
712,2871520,2019-01-20 05:51:30,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.69193223269,0.00902890860134,2019-01-20T05:51:26.940763Z,3.059237,-0.0992383894061
713,7485985,2019-01-20 04:59:57,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.4670259875,0.0211036927163,2019-01-20T04:59:55.519997Z,1.480003,-0.180003328368
714,7643168,2019-01-20 04:53:21,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,10.3430329229,0.00507491371557,2019-01-20T04:53:16.212500Z,4.7875,-0.357499774621
715,8083438,2019-01-20 04:18:12,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,5.68602770218,0.00498877426105,2019-01-20T04:18:06.840073Z,5.159927,-0.259927167934
716,7192412,2019-01-20 03:27:35,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.78531986394,0.00594094143049,2019-01-20T03:27:30.270088Z,4.729912,-0.339911821055
717,4394150,2019-01-20 03:09:57,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,5.53484133282,0.010292765337,2019-01-20T03:09:51.516659Z,5.483341,-0.173342469923
718,5820014,2018-07-04 07:21:46,chl,C1,VA01,,acc,-33.0229,-71.6374,37.0,10.1195841215,0.0715808730994,2018-07-04T07:21:45.116411Z,0.883589,-0.873588609143
719,1857198,2018-07-02 09:30:30,chl,GE,LVC,20,acc,-22.6127,-68.9111,2960.0,17.4677038528,0.0387146765542,2018-07-02T09:30:24.934046Z,5.065954,1.70565331914
720,8268258,2018-07-01 11:17:35,chl,C1,VA01,,acc,-33.0229,-71.6374,37.0,11.912716745,0.133775260296,2018-07-01T11:17:31.911056Z,3.088944,0.521056233229
721,2141028,2018-06-26 04:32:32,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,7.59942753018,0.0417792872383,2018-06-26T04:32:31.889062Z,0.110938,-1.10093819733
722,3362984,2018-06-26 03:52:18,chl,C1,AP01,,acc,-18.3708,-70.3419,31.0,12.5548946217,0.099388116702,2018-06-26T03:52:14.397838Z,3.602162,-0.592161853729
723,2198001,2018-06-22 01:42:15,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.64482069328,0.128020587572,2018-06-22T01:42:12.122880Z,2.87712,-0.367119868749
724,2861585,2018-06-21 06:18:06,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,1.61276011616,0.199748854491,2018-06-21T06:18:03.946028Z,2.053972,0.0760284614374
725,2195426,2018-06-15 14:02:03,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.13764940268,0.00628707018886,2018-06-15T14:02:02.441798Z,0.558202,0.261797699257
726,7749062,2018-06-15 13:31:49,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,4.9399824893,0.0139586676692,2018-06-15T13:31:45.009045Z,3.990955,-0.440954793116
727,7684438,2018-06-15 10:37:58,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,1.88373691324,0.104822437012,2018-06-15T10:37:54.334620Z,3.66538,-0.20538046846
728,2748617,2018-06-14 05:25:30,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,1.93621514823,0.131326870341,2018-06-14T05:25:22.433724Z,7.566276,-0.176275858127
729,5709670,2020-01-13 08:13:04,chl,C1,AC06,,acc,-27.357117,-70.354689,380.0,3.92783554128,0.00589878204186,2020-01-13T08:13:00.670052Z,3.329948,0.300051857209
730,6483650,2020-01-12 11:20:45,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.56913383104,0.17302249453,2020-01-12T11:20:44.962153Z,0.037847,0.342153170651
731,5804797,2020-01-09 10:10:05,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.40130402741,0.0621937912361,2020-01-09T10:10:04.227298Z,0.772702,-0.342699951134
732,9426588,2020-01-08 08:48:11,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.20266000595,0.245248440911,2020-01-08T08:48:10.165007Z,0.834993,-0.054992561372
733,9736757,2020-01-06 08:11:16,chl,C1,AC06,,acc,-27.357117,-70.354689,380.0,3.78756391632,0.00351771177211,2020-01-06T08:11:12.580562Z,3.419438,0.600561680415
734,8120418,2020-01-01 16:51:45,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,8.56038277458,0.0183012015062,2020-01-01T16:51:42.086095Z,2.913905,-1.02390250754
735,1980521,2019-12-30 08:03:08,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,10.5668863299,0.00717752668773,2019-12-30T08:03:05.030844Z,2.969156,-1.33915737721
736,3881282,2019-12-28 22:40:25,chl,C1,MT03,,acc,-33.4936,-70.5102,1087.0,13.512715717,0.012937348589,2019-12-28T22:40:21.195198Z,3.804802,0.485197658928
737,3881282,2019-12-28 22:40:25,chl,C1,MT05,,acc,-33.3919,-70.7381,765.0,12.0867429835,0.0266466338876,2019-12-28T22:40:21.374298Z,3.625702,0.0242980419565
738,3881282,2019-12-28 22:40:25,chl,C1,MT14,,acc,-33.39573,-70.536232,855.5,14.0271606284,0.00427459220002,2019-12-28T22:40:24.542838Z,0.457162,1.00970841703
739,3881282,2019-12-28 22:40:25,chl,C1,MT15,,acc,-33.599397,-70.506261,784.4,19.4592062337,0.0090509782646,2019-12-28T22:40:22.023554Z,2.976446,-0.329576325888
740,1813683,2019-12-27 09:37:20,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.31105939219,0.0266055416896,2019-12-27T09:37:18.615029Z,1.384971,-0.284970583403
741,3149553,2019-12-26 09:29:29,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,1.72588871524,0.175302645845,2019-12-26T09:29:26.385739Z,2.614261,0.215738596431
742,5717542,2019-12-20 08:32:31,chl,C1,AC06,,acc,-27.357117,-70.354689,380.0,3.59250045399,0.00768432714037,2019-12-20T08:32:28.896585Z,2.103415,0.276584749869
743,1618060,2019-12-18 18:45:01,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,5.63548840919,0.012455490314,2019-12-18T18:44:58.681365Z,2.318635,-0.0886348189967
744,1601314,2019-12-18 08:11:27,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,1.98237218303,0.274826324329,2019-12-18T08:11:24.690544Z,2.309456,-0.119456003745
745,5436808,2019-12-12 03:43:09,chl,C1,VA01,,acc,-33.0229,-71.6374,37.0,16.6852443097,0.0309457483048,2019-12-12T03:43:04.109590Z,4.89041,-1.17041047271
746,9542932,2019-12-11 11:22:59,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,5.87879804555,0.0145880758639,2019-12-11T11:22:55.538798Z,3.461202,-0.221202033839
747,1776425,2019-12-11 07:28:23,chl,C1,AC06,,acc,-27.357117,-70.354689,380.0,6.37426602158,0.00591919232056,2019-12-11T07:28:18.878788Z,4.121212,-0.411211555154
748,2015407,2019-12-09 05:04:37,chl,C1,VA03,,acc,-32.7637,-70.5508,1053.0,10.3700224535,0.203941344954,2019-12-09T05:04:34.654924Z,2.345076,0.284923715599
749,9756684,2019-12-05 08:02:06,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,5.2366729847,0.0072321223355,2019-12-05T08:02:04.577481Z,1.422519,0.107481479188
750,3449123,2019-12-03 08:46:46,chl,C1,AP01,,acc,-18.3708,-70.3419,31.0,11.7491293202,0.963312785243,2019-12-03T08:46:45.104789Z,0.895211,0.194788350849
751,3597599,2019-12-03 07:29:53,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.20313193156,0.121920377236,2019-12-03T07:29:49.229382Z,3.770618,0.239381194677
752,6720974,2019-11-30 07:31:03,chl,C1,VA01,,acc,-33.0229,-71.6374,37.0,17.9182586974,0.0553737543433,2019-11-30T07:31:02.570952Z,0.429048,-0.499047529545
753,7589502,2019-11-29 21:07:20,chl,C1,VA01,,acc,-33.0229,-71.6374,37.0,11.3689913551,0.0833952818004,2019-11-29T21:07:19.802019Z,0.197981,0.682018973287
754,7075935,2019-11-29 11:06:39,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,1.94821861526,0.141480184971,2019-11-29T11:06:35.051409Z,3.948591,0.0414086862082
755,7745271,2019-11-27 13:41:43,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.49437757046,0.23561728432,2019-11-27T13:41:40.640464Z,2.359536,0.0804640067906
756,4051327,2019-11-23 05:35:19,chl,C1,AC06,,acc,-27.357117,-70.354689,380.0,3.94628773706,0.00460213456692,2019-11-23T05:35:13.842792Z,5.157208,0.522792134213
757,3237717,2019-11-22 22:27:52,chl,C1,VA03,,acc,-32.7637,-70.5508,1053.0,9.97635278717,0.194037556085,2019-11-22T22:27:50.400781Z,1.599219,0.450780719306
758,9491139,2019-11-21 09:15:42,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,4.12978784385,0.00278451905446,2019-11-21T09:15:38.063214Z,3.936786,0.27321330861
759,7846594,2019-11-21 01:36:41,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,7.87080740084,0.00230161026651,2019-11-21T01:36:40.804583Z,0.195417,0.24458251107
760,8581052,2019-11-16 06:58:47,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.90454417629,0.00894248170647,2019-11-16T06:58:44.507234Z,2.492766,-0.30276598874
761,4939388,2019-11-13 03:18:17,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.37694030604,0.00255857081111,2019-11-13T03:18:13.228111Z,3.771889,-0.311890408507
762,9323464,2019-11-12 08:50:16,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,9.45830295194,0.00163099234193,2019-11-12T08:50:11.971884Z,4.028116,-1.12811647444
763,6936130,2019-11-04 21:53:49,chl,C1,VA03,,acc,-32.7637,-70.5508,1053.0,17.8137391447,0.668515922338,2019-11-04T21:53:48.688966Z,0.311034,-1.00103399514
764,3687798,2019-11-04 13:04:07,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,1.95419966332,0.104280913543,2019-11-04T13:04:05.420309Z,1.579691,0.240309070525
765,4896718,2019-10-31 22:09:33,chl,C1,VA01,,acc,-33.0229,-71.6374,37.0,19.1958743486,0.0837844818576,2019-10-31T22:09:30.904672Z,2.095328,-1.48532793598
766,9591279,2019-10-28 03:56:16,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.97452190187,0.0326346175672,2019-10-28T03:56:12.249726Z,3.750274,0.4797263404
767,1411866,2019-10-25 10:53:46,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,6.04239929444,0.0459672149847,2019-10-25T10:53:43.308639Z,2.691361,-0.151361483618
768,4688086,2019-10-11 02:56:02,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,5.4034093903,0.00984052954183,2019-10-11T02:56:02.000071Z,-7.1e-05,-0.259928955199
769,5772028,2019-10-05 18:58:15,chl,C1,VA01,,acc,-33.0229,-71.6374,37.0,9.24263033025,0.237553283979,2019-10-05T18:58:11.390260Z,3.60974,-0.11973996864
770,1296378,2019-10-04 09:32:45,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,10.0781061597,0.000737985914538,2019-10-04T09:32:43.997663Z,1.002337,-0.682336622791
771,6014275,2019-10-03 04:40:54,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.17295926628,0.0853816971921,2019-10-03T04:40:52.641916Z,1.358084,0.101916258748
772,1119573,2019-09-30 00:12:11,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,3.25621803227,1.36551452032,2019-09-30T00:12:10.503033Z,0.496967,0.0630330599105
773,1456902,2019-09-27 07:30:27,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.62130176799,0.168075498049,2019-09-27T07:30:21.939807Z,5.060193,0.159806904884
774,2956463,2019-09-26 20:31:41,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,5.14353618867,0.120052551675,2019-09-26T20:31:38.366279Z,2.633721,0.0362785823404
775,2813785,2019-09-24 10:56:56,chl,C1,VA01,,acc,-33.0229,-71.6374,37.0,19.7776000543,0.118056534464,2019-09-24T10:56:54.143248Z,1.856752,-1.7667519752
776,9435359,2019-09-18 05:37:03,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.67375947493,0.202641381503,2019-09-18T05:36:59.998140Z,3.00186,-0.311860346161
777,2829559,2019-09-18 01:29:39,chl,C1,MT03,,acc,-33.4936,-70.5102,1087.0,13.2077502455,0.0381879631777,2019-09-18T01:29:35.579280Z,3.42072,0.229279897901
778,2829559,2019-09-18 01:29:39,chl,C1,MT05,,acc,-33.3919,-70.7381,765.0,12.7694516408,0.100800904258,2019-09-18T01:29:36.336398Z,2.663602,0.0363980867691
779,2829559,2019-09-18 01:29:39,chl,C1,MT14,,acc,-33.39573,-70.536232,855.5,14.3194283326,0.0275890198462,2019-09-18T01:29:35.486817Z,3.513183,0.613686502186
780,2829559,2019-09-18 01:29:39,chl,C1,MT15,,acc,-33.599397,-70.506261,784.4,18.807437829,0.0470552065616,2019-09-18T01:29:35.688806Z,3.311194,-0.424323205226
781,7901411,2019-09-17 09:18:40,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.711320647,0.0812427337988,2019-09-17T09:18:33.844857Z,6.155143,-0.0451426366294
782,2654327,2019-09-14 06:15:03,chl,C1,VA03,,acc,-32.7637,-70.5508,1053.0,11.2861749096,0.444503500983,2019-09-14T06:14:58.344197Z,4.655803,0.3441974053
783,1389482,2019-09-13 08:06:10,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.90016461783,0.247236314247,2019-09-13T08:06:06.726174Z,3.273826,-0.283825859488
784,2468518,2019-09-10 07:33:31,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,3.69514391222,0.0596171634571,2019-09-10T07:33:28.275198Z,2.724802,-0.324803011414
785,7780241,2019-09-10 06:00:02,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,1.6608583303,0.0401739183387,2019-09-10T05:59:57.811061Z,4.188939,0.0510606582163
786,5497251,2019-09-09 11:57:30,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,7.43033547584,0.0066917618449,2019-09-09T11:57:27.312705Z,2.687295,-0.457294679027
787,9312110,2019-09-08 20:40:32,chl,C1,TA02,,acc,-20.270527,-70.131035,23.2999992371,2.27720500396,0.278882188559,2019-09-08T20:40:29.160324Z,2.839676,0.000324497996189
788,9357307,2019-09-06 08:22:12,chl,C1,CO05,,acc,-29.91864,-71.23841,101.0,2.50243426422,0.0100553105101,2019-09-06T08:22:09.693188Z,2.306812,-0.166812331361
789,5692805,2019-09-06 03:11:27,chl,C1,AC06,,acc,-27.357117,-70.354689,380.0,4.72850866301,0.00311650288074,2019-09-06T03:11:23.766426Z,3.233574,-0.0835743509591
